gencodeId	geneSymbol	median	tissueSiteDetail	entrezGeneId	geneType	chromosome	start	end	strand	tss
ENSG00000137210.13	TMEM14B	32.0048	Cells - Cultured fibroblasts	81853	protein coding	chr6	10747759	10852753	+	10747759
ENSG00000137601.16	NEK1	12.1048	Cells - Cultured fibroblasts	4750	protein coding	chr4	169392857	169612629	-	169612629
ENSG00000137700.17	SLC37A4	10.9684	Cells - Cultured fibroblasts	2542	protein coding	chr11	119024114	119030906	-	119030906
ENSG00000137709.9	POU2F3	0.0630759	Cells - Cultured fibroblasts	25833	protein coding	chr11	120236640	120319944	+	120236640
ENSG00000137806.8	NDUFAF1	34.5245	Cells - Cultured fibroblasts	51103	protein coding	chr15	41387349	41402519	-	41402519
ENSG00000137944.17	KYAT3	56.3457	Cells - Cultured fibroblasts	56267	protein coding	chr1	88935773	88992953	-	88992953
ENSG00000138029.13	HADHB	101.91	Cells - Cultured fibroblasts	3032	protein coding	chr2	26243170	26290468	+	26243170
ENSG00000138175.8	ARL3	26.2744	Cells - Cultured fibroblasts	403	protein coding	chr10	102673731	102714407	-	102714407
ENSG00000138346.14	DNA2	3.46276	Cells - Cultured fibroblasts	1763	protein coding	chr10	68414064	68472121	-	68472121
ENSG00000138363.14	ATIC	100.985	Cells - Cultured fibroblasts	471	protein coding	chr2	215311817	215349773	+	215311817
ENSG00000138399.17	FASTKD1	18.4702	Cells - Cultured fibroblasts	79675	protein coding	chr2	169529749	169573875	-	169573875
ENSG00000138496.16	PARP9	10.273	Cells - Cultured fibroblasts	83666	protein coding	chr3	122527924	122564577	-	122564577
ENSG00000138744.14	NAAA	10.7224	Cells - Cultured fibroblasts	27163	protein coding	chr4	75913657	75941051	-	75941051
ENSG00000139178.10	C1RL	42.952	Cells - Cultured fibroblasts	51279	protein coding	chr12	7089587	7109273	-	7109273
ENSG00000139190.16	VAMP1	13.9737	Cells - Cultured fibroblasts	6843	protein coding	chr12	6462237	6470987	-	6470987
ENSG00000139197.10	PEX5	26.5368	Cells - Cultured fibroblasts	5830	protein coding	chr12	7188685	7218574	+	7188685
ENSG00000139209.15	SLC38A4	24.0325	Cells - Cultured fibroblasts	55089	protein coding	chr12	46764761	46832408	-	46832408
ENSG00000139620.12	KANSL2	24.9373	Cells - Cultured fibroblasts	54934	protein coding	chr12	48653401	48682238	-	48682238
ENSG00000139899.10	CBLN3	17.4461	Cells - Cultured fibroblasts	643866	protein coding	chr14	24426532	24430954	-	24430954
ENSG00000140025.15	EFCAB11	2.05269	Cells - Cultured fibroblasts	90141	protein coding	chr14	89794669	89954777	-	89954777
ENSG00000140400.16	MAN2C1	50.3366	Cells - Cultured fibroblasts	4123	protein coding	chr15	75355207	75368630	-	75368630
ENSG00000140451.12	PIF1	11.6636	Cells - Cultured fibroblasts	80119	protein coding	chr15	64815632	64825668	-	64825668
ENSG00000140471.16	LINS1	4.54188	Cells - Cultured fibroblasts	55180	protein coding	chr15	100559369	100603230	-	100603230
ENSG00000140534.13	TICRR	3.58143	Cells - Cultured fibroblasts	90381	protein coding	chr15	89575482	89631056	+	89575482
ENSG00000140564.11	FURIN	65.8932	Cells - Cultured fibroblasts	5045	protein coding	chr15	90868592	90883458	+	90868592
ENSG00000140650.11	PMM2	31.1121	Cells - Cultured fibroblasts	5373	protein coding	chr16	8788823	8849331	+	8788823
ENSG00000140941.12	MAP1LC3B	73.7173	Cells - Cultured fibroblasts	81631	protein coding	chr16	87383995	87404779	+	87383995
ENSG00000141013.16	GAS8	6.8788	Cells - Cultured fibroblasts	2622	protein coding	chr16	90019629	90044975	+	90019629
ENSG00000141219.15	C17orf80	15.6157	Cells - Cultured fibroblasts	55028	protein coding	chr17	73232233	73248947	+	73232233
ENSG00000141337.12	ARSG	4.56016	Cells - Cultured fibroblasts	22901	protein coding	chr17	68259182	68422731	+	68259182
ENSG00000141452.9	C18orf8	22.4944	Cells - Cultured fibroblasts	29919	protein coding	chr18	23503470	23531807	+	23503470
ENSG00000141526.16	SLC16A3	156.567	Cells - Cultured fibroblasts	9123	protein coding	chr17	82228397	82261129	+	82228397
ENSG00000141527.16	CARD14	0.376946	Cells - Cultured fibroblasts	79092	protein coding	chr17	80169992	80209331	+	80169992
ENSG00000141556.20	TBCD	20.2457	Cells - Cultured fibroblasts	6904	protein coding	chr17	82752064	82945922	+	82752064
ENSG00000141698.16	NT5C3B	56.224	Cells - Cultured fibroblasts	115024	protein coding	chr17	41825181	41836263	-	41836263
ENSG00000141959.16	PFKL	153.521	Cells - Cultured fibroblasts	5211	protein coding	chr21	44300051	44327376	+	44300051
ENSG00000142089.15	IFITM3	1505.57	Cells - Cultured fibroblasts	10410	protein coding	chr11	319669	327537	-	327537
ENSG00000142327.12	RNPEPL1	21.4616	Cells - Cultured fibroblasts	57140	protein coding	chr2	240565804	240581372	+	240565804
ENSG00000142330.19	CAPN10	9.89289	Cells - Cultured fibroblasts	11132	protein coding	chr2	240586716	240617705	+	240586716
ENSG00000142396.10	ERVK3-1	27.535	Cells - Cultured fibroblasts	105372481	protein coding	chr19	58305319	58315663	+	58305319
ENSG00000142634.12	EFHD2	69.3335	Cells - Cultured fibroblasts	79180	protein coding	chr1	15409895	15430343	+	15409895
ENSG00000143149.12	ALDH9A1	85.7799	Cells - Cultured fibroblasts	223	protein coding	chr1	165662216	165698863	-	165698863
ENSG00000143224.17	PPOX	15.1134	Cells - Cultured fibroblasts	5498	protein coding	chr1	161166410	161178013	+	161166410
ENSG00000143314.12	MRPL24	94.5672	Cells - Cultured fibroblasts	79590	protein coding	chr1	156737303	156741590	-	156741590
ENSG00000143416.20	SELENBP1	36.1292	Cells - Cultured fibroblasts	8991	protein coding	chr1	151364302	151372733	-	151372733
ENSG00000143537.13	ADAM15	49.8922	Cells - Cultured fibroblasts	8751	protein coding	chr1	155050566	155062775	+	155050566
ENSG00000143575.14	HAX1	128.768	Cells - Cultured fibroblasts	10456	protein coding	chr1	154272511	154275875	+	154272511
ENSG00000143630.9	HCN3	2.41789	Cells - Cultured fibroblasts	57657	protein coding	chr1	155277583	155289848	+	155277583
ENSG00000143702.15	CEP170	28.3993	Cells - Cultured fibroblasts	9859	protein coding	chr1	243124428	243255348	-	243255348
ENSG00000143811.18	PYCR2	76.6815	Cells - Cultured fibroblasts	29920	protein coding	chr1	225919877	225924340	-	225924340
ENSG00000144120.12	TMEM177	9.67937	Cells - Cultured fibroblasts	80775	protein coding	chr2	119679167	119686507	+	119679167
ENSG00000144559.10	TAMM41	9.51586	Cells - Cultured fibroblasts	132001	protein coding	chr3	11790442	11846919	-	11846919
ENSG00000144671.10	SLC22A14	0.249881	Cells - Cultured fibroblasts	9389	protein coding	chr3	38282294	38318575	+	38282294
ENSG00000144674.16	GOLGA4	39.5351	Cells - Cultured fibroblasts	2803	protein coding	chr3	37243177	37366751	+	37243177
ENSG00000144741.17	SLC25A26	8.0761	Cells - Cultured fibroblasts	115286	protein coding	chr3	66133610	66388116	+	66133610
ENSG00000144791.9	LIMD1	10.4908	Cells - Cultured fibroblasts	8994	protein coding	chr3	45555394	45686338	+	45555394
ENSG00000145029.13	NICN1	14.989	Cells - Cultured fibroblasts	84276	protein coding	chr3	49422946	49429326	-	49429326
ENSG00000145730.20	PAM	119.394	Cells - Cultured fibroblasts	5066	protein coding	chr5	102753981	103031105	+	102753981
ENSG00000145907.14	G3BP1	56.613	Cells - Cultured fibroblasts	10146	protein coding	chr5	151771045	151812785	+	151771045
ENSG00000145916.18	RMND5B	10.5191	Cells - Cultured fibroblasts	64777	protein coding	chr5	178130996	178150565	+	178130996
ENSG00000146066.2	HIGD2A	185.288	Cells - Cultured fibroblasts	192286	protein coding	chr5	176388747	176389771	+	176388747
ENSG00000146263.11	MMS22L	3.18287	Cells - Cultured fibroblasts	253714	protein coding	chr6	97142161	97283217	-	97283217
ENSG00000147257.13	GPC3	3.28507	Cells - Cultured fibroblasts	2719	protein coding	chrX	133535745	133985895	-	133985895
ENSG00000147403.16	RPL10	2918.79	Cells - Cultured fibroblasts	6134	protein coding	chrX	154389955	154409168	+	154389955
ENSG00000147439.12	BIN3	26.4248	Cells - Cultured fibroblasts	55909	protein coding	chr8	22620418	22669148	-	22669148
ENSG00000148290.9	SURF1	34.7711	Cells - Cultured fibroblasts	6834	protein coding	chr9	133351755	133356676	-	133356676
ENSG00000148296.6	SURF6	24.451	Cells - Cultured fibroblasts	6838	protein coding	chr9	133328774	133336398	-	133336398
ENSG00000148399.12	DPH7	14.2876	Cells - Cultured fibroblasts	92715	protein coding	chr9	137554904	137578935	-	137578935
ENSG00000148484.17	RSU1	73.8312	Cells - Cultured fibroblasts	6251	protein coding	chr10	16590611	16817528	-	16817528
ENSG00000148824.18	MTG1	40.2955	Cells - Cultured fibroblasts	92170	protein coding	chr10	133394094	133421307	+	133394094
ENSG00000149231.11	CCDC82	22.728	Cells - Cultured fibroblasts	79780	protein coding	chr11	96352769	96389923	-	96389923
ENSG00000149346.14	SLX4IP	4.29649	Cells - Cultured fibroblasts	128710	protein coding	chr20	10435303	10636829	+	10435303
ENSG00000149636.15	DSN1	17.5286	Cells - Cultured fibroblasts	79980	protein coding	chr20	36751791	36773818	-	36773818
ENSG00000149743.13	TRPT1	38.6477	Cells - Cultured fibroblasts	83707	protein coding	chr11	64223799	64226254	-	64226254
ENSG00000149929.15	HIRIP3	14.1033	Cells - Cultured fibroblasts	8479	protein coding	chr16	29992321	29996436	-	29996436
ENSG00000151353.14	TMEM18	21.8071	Cells - Cultured fibroblasts	129787	protein coding	chr2	667335	677439	-	677439
ENSG00000151694.12	ADAM17	30.3084	Cells - Cultured fibroblasts	6868	protein coding	chr2	9488486	9555792	-	9555792
ENSG00000151725.11	CENPU	15.8521	Cells - Cultured fibroblasts	79682	protein coding	chr4	184694618	184734133	-	184734133
ENSG00000152291.13	TGOLN2	144.899	Cells - Cultured fibroblasts	10618	protein coding	chr2	85318020	85328425	-	85328425
ENSG00000152904.11	GGPS1	19.7486	Cells - Cultured fibroblasts	9453	protein coding	chr1	235327350	235344532	+	235327350
ENSG00000152944.8	MED21	17.1111	Cells - Cultured fibroblasts	9412	protein coding	chr12	27022546	27066343	+	27022546
ENSG00000153029.14	MR1	13.4427	Cells - Cultured fibroblasts	3140	protein coding	chr1	181033425	181061938	+	181033425
ENSG00000153066.12	TXNDC11	41.9595	Cells - Cultured fibroblasts	51061	protein coding	chr16	11679080	11742878	-	11742878
ENSG00000153786.12	ZDHHC7	81.4424	Cells - Cultured fibroblasts	55625	protein coding	chr16	84974181	85011535	-	85011535
ENSG00000154511.11	FAM69A	25.0137	Cells - Cultured fibroblasts	388650	protein coding	chr1	92832737	92961522	-	92961522
ENSG00000154655.15	L3MBTL4	0.112352	Cells - Cultured fibroblasts	91133	protein coding	chr18	5954706	6415237	-	6415237
ENSG00000154743.17	TSEN2	9.79741	Cells - Cultured fibroblasts	80746	protein coding	chr3	12484432	12539623	+	12484432
ENSG00000154781.15	CCDC174	16.4932	Cells - Cultured fibroblasts	51244	protein coding	chr3	14651746	14672659	+	14651746
ENSG00000154930.14	ACSS1	10.5501	Cells - Cultured fibroblasts	84532	protein coding	chr20	25006230	25058980	-	25058980
ENSG00000155660.10	PDIA4	271.77	Cells - Cultured fibroblasts	9601	protein coding	chr7	149003062	149028641	-	149028641
ENSG00000156042.17	CFAP70	1.00421	Cells - Cultured fibroblasts	118491	protein coding	chr10	73253759	73358859	-	73358859
ENSG00000156110.13	ADK	34.0627	Cells - Cultured fibroblasts	132	protein coding	chr10	74151185	74709303	+	74151185
ENSG00000156136.9	DCK	14.4498	Cells - Cultured fibroblasts	1633	protein coding	chr4	70992538	71030914	+	70992538
ENSG00000156172.5	C8orf37	2.18042	Cells - Cultured fibroblasts	157657	protein coding	chr8	95244919	95269201	-	95269201
ENSG00000156261.12	CCT8	189.733	Cells - Cultured fibroblasts	10694	protein coding	chr21	29055805	29073797	-	29073797
ENSG00000156381.8	ANKRD9	4.32874	Cells - Cultured fibroblasts	122416	protein coding	chr14	102501760	102509799	-	102509799
ENSG00000156482.10	RPL30	493.473	Cells - Cultured fibroblasts	6156	protein coding	chr8	98024851	98046469	-	98046469
ENSG00000156931.15	VPS8	11.5374	Cells - Cultured fibroblasts	23355	protein coding	chr3	184812143	185052614	+	184812143
ENSG00000156990.14	RPUSD3	23.6876	Cells - Cultured fibroblasts	285367	protein coding	chr3	9837849	9844602	-	9844602
ENSG00000157637.12	SLC38A10	73.1984	Cells - Cultured fibroblasts	124565	protein coding	chr17	81245000	81295547	-	81295547
ENSG00000157873.17	TNFRSF14	16.2471	Cells - Cultured fibroblasts	8764	protein coding	chr1	2555639	2565382	+	2555639
ENSG00000158109.14	TPRG1L	61.5593	Cells - Cultured fibroblasts	127262	protein coding	chr1	3625002	3630127	+	3625002
ENSG00000158158.11	CNNM4	7.41077	Cells - Cultured fibroblasts	26504	protein coding	chr2	96760902	96811891	+	96760902
ENSG00000158623.14	COPG2	26.5999	Cells - Cultured fibroblasts	26958	protein coding	chr7	130506238	130668748	-	130668748
ENSG00000158717.10	RNF166	6.90939	Cells - Cultured fibroblasts	115992	protein coding	chr16	88696495	88706421	-	88706421
ENSG00000158769.17	F11R	0.93505	Cells - Cultured fibroblasts	50848	protein coding	chr1	160995211	161021348	-	161021348
ENSG00000158864.12	NDUFS2	94.3727	Cells - Cultured fibroblasts	4720	protein coding	chr1	161197104	161214395	+	161197104
ENSG00000158987.20	RAPGEF6	7.35607	Cells - Cultured fibroblasts	51735	protein coding	chr5	131423921	131635236	-	131635236
ENSG00000159063.12	ALG8	28.9	Cells - Cultured fibroblasts	79053	protein coding	chr11	78100936	78139660	-	78139660
ENSG00000159399.9	HK2	39.0063	Cells - Cultured fibroblasts	3099	protein coding	chr2	74833981	74893359	+	74833981
ENSG00000159496.14	RGL4	1.03132	Cells - Cultured fibroblasts	266747	protein coding	chr22	23688136	23699176	+	23688136
ENSG00000160007.18	ARHGAP35	49.1308	Cells - Cultured fibroblasts	2909	protein coding	chr19	46918676	47005077	+	46918676
ENSG00000160072.19	ATAD3B	25.8964	Cells - Cultured fibroblasts	83858	protein coding	chr1	1471769	1497848	+	1471769
ENSG00000160214.12	RRP1	28.212	Cells - Cultured fibroblasts	8568	protein coding	chr21	43789513	43805293	+	43789513
ENSG00000160256.12	FAM207A	39.2086	Cells - Cultured fibroblasts	85395	protein coding	chr21	44940010	44976989	+	44940010
ENSG00000160282.13	FTCD	0.215502	Cells - Cultured fibroblasts	10841	protein coding	chr21	46136262	46155567	-	46155567
ENSG00000160284.14	SPATC1L	12.5418	Cells - Cultured fibroblasts	84221	protein coding	chr21	46161148	46184476	-	46184476
ENSG00000160294.10	MCM3AP	50.5589	Cells - Cultured fibroblasts	8888	protein coding	chr21	46235126	46286297	-	46286297
ENSG00000160299.16	PCNT	14.9397	Cells - Cultured fibroblasts	5116	protein coding	chr21	46324122	46445769	+	46324122
ENSG00000160326.13	SLC2A6	8.16511	Cells - Cultured fibroblasts	11182	protein coding	chr9	133471095	133479137	-	133479137
ENSG00000160345.12	C9orf116	4.8542	Cells - Cultured fibroblasts	138162	protein coding	chr9	135495181	135501734	-	135501734
ENSG00000160360.12	GPSM1	36.5439	Cells - Cultured fibroblasts	26086	protein coding	chr9	136327476	136359605	+	136327476
ENSG00000160796.16	NBEAL2	3.91448	Cells - Cultured fibroblasts	23218	protein coding	chr3	46979683	47009703	+	46979683
ENSG00000160932.10	LY6E	243.249	Cells - Cultured fibroblasts	4061	protein coding	chr8	143017982	143023832	+	143017982
ENSG00000160953.15	MUM1	22.7377	Cells - Cultured fibroblasts	84939	protein coding	chr19	1354711	1378431	+	1354711
ENSG00000160961.11	ZNF333	5.90231	Cells - Cultured fibroblasts	84449	protein coding	chr19	14689801	14733746	+	14689801
ENSG00000161618.9	ALDH16A1	24.0832	Cells - Cultured fibroblasts	126133	protein coding	chr19	49453169	49471048	+	49453169
ENSG00000161888.11	SPC24	9.1617	Cells - Cultured fibroblasts	147841	protein coding	chr19	11131520	11155808	-	11155808
ENSG00000161921.14	CXCL16	3.9865	Cells - Cultured fibroblasts	58191	protein coding	chr17	4733526	4739922	-	4739922
ENSG00000161981.10	SNRNP25	30.3232	Cells - Cultured fibroblasts	79622	protein coding	chr16	53010	57669	+	53010
ENSG00000162066.14	AMDHD2	26.0329	Cells - Cultured fibroblasts	51005	protein coding	chr16	2520357	2531422	+	2520357
ENSG00000162241.12	SLC25A45	2.15881	Cells - Cultured fibroblasts	283130	protein coding	chr11	65375192	65383701	-	65383701
ENSG00000162368.13	CMPK1	112.78	Cells - Cultured fibroblasts	51727	protein coding	chr1	47333797	47378839	+	47333797
ENSG00000162433.14	AK4	18.9856	Cells - Cultured fibroblasts	205	protein coding	chr1	65147549	65232145	+	65147549
ENSG00000162714.12	ZNF496	12.7354	Cells - Cultured fibroblasts	84838	protein coding	chr1	247297412	247331846	-	247331846
ENSG00000162994.15	CLHC1	3.46532	Cells - Cultured fibroblasts	130162	protein coding	chr2	55174791	55232563	-	55232563
ENSG00000163320.10	CGGBP1	50.0562	Cells - Cultured fibroblasts	8545	protein coding	chr3	88051944	88149885	-	88149885
ENSG00000163482.11	STK36	20.86	Cells - Cultured fibroblasts	27148	protein coding	chr2	218672026	218702716	+	218672026
ENSG00000163840.9	DTX3L	21.8075	Cells - Cultured fibroblasts	151636	protein coding	chr3	122564238	122575203	+	122564238
ENSG00000163882.9	POLR2H	51.4475	Cells - Cultured fibroblasts	5437	protein coding	chr3	184361718	184368596	+	184361718
ENSG00000163931.15	TKT	237.509	Cells - Cultured fibroblasts	7086	protein coding	chr3	53224707	53256052	-	53256052
ENSG00000164048.13	ZNF589	9.37667	Cells - Cultured fibroblasts	51385	protein coding	chr3	48241100	48299253	+	48241100
ENSG00000164124.10	TMEM144	1.69057	Cells - Cultured fibroblasts	55314	protein coding	chr4	158201604	158255411	+	158201604
ENSG00000164307.12	ERAP1	23.3174	Cells - Cultured fibroblasts	51752	protein coding	chr5	96760810	96808100	-	96808100
ENSG00000164331.9	ANKRA2	23.706	Cells - Cultured fibroblasts	57763	protein coding	chr5	73552335	73565686	-	73565686
ENSG00000164466.12	SFXN1	26.4982	Cells - Cultured fibroblasts	94081	protein coding	chr5	175477062	175529742	+	175477062
ENSG00000164587.11	RPS14	943.993	Cells - Cultured fibroblasts	6208	protein coding	chr5	150443190	150449756	-	150449756
ENSG00000164609.9	SLU7	32.1388	Cells - Cultured fibroblasts	10569	protein coding	chr5	160401641	160421711	-	160421711
ENSG00000164631.18	ZNF12	16.9932	Cells - Cultured fibroblasts	7559	protein coding	chr7	6688433	6706923	-	6706923
ENSG00000164669.12	INTS4P1	0.247771	Cells - Cultured fibroblasts		transcribed unprocessed pseudogene	chr7	65141225	65234216	+	65141225
ENSG00000164713.9	BRI3	76.4156	Cells - Cultured fibroblasts	25798	protein coding	chr7	98252379	98310441	+	98252379
ENSG00000164754.14	RAD21	89.9635	Cells - Cultured fibroblasts	5885	protein coding	chr8	116845935	116874866	-	116874866
ENSG00000164867.10	NOS3	0.643971	Cells - Cultured fibroblasts	4846	protein coding	chr7	150990995	151014588	+	150990995
ENSG00000164889.13	SLC4A2	47.6302	Cells - Cultured fibroblasts	6522	protein coding	chr7	151057210	151076527	+	151057210
ENSG00000164896.19	FASTK	60.7478	Cells - Cultured fibroblasts	10922	protein coding	chr7	151076593	151080866	-	151080866
ENSG00000164897.12	TMUB1	39.4248	Cells - Cultured fibroblasts	83590	protein coding	chr7	151081080	151083546	-	151083546
ENSG00000164924.17	YWHAZ	216.956	Cells - Cultured fibroblasts	7534	protein coding	chr8	100916525	100953388	-	100953388
ENSG00000165626.16	BEND7	1.13542	Cells - Cultured fibroblasts	222389	protein coding	chr10	13438484	13528974	-	13528974
ENSG00000165661.16	QSOX2	25.9692	Cells - Cultured fibroblasts	169714	protein coding	chr9	136206333	136245841	-	136245841
ENSG00000165688.11	PMPCA	58.3987	Cells - Cultured fibroblasts	23203	protein coding	chr9	136410570	136423761	+	136410570
ENSG00000165714.10	BORCS5	5.89226	Cells - Cultured fibroblasts	118426	protein coding	chr12	12357079	12469694	+	12357079
ENSG00000165752.16	STK32C	9.78943	Cells - Cultured fibroblasts	282974	protein coding	chr10	132207492	132331847	-	132331847
ENSG00000165801.9	ARHGEF40	40.5611	Cells - Cultured fibroblasts	55701	protein coding	chr14	21070270	21090240	+	21070270
ENSG00000165983.14	PTER	13.8635	Cells - Cultured fibroblasts	9317	protein coding	chr10	16436943	16513745	+	16436943
ENSG00000166002.6	SMCO4	13.3268	Cells - Cultured fibroblasts	56935	protein coding	chr11	93478472	93543508	-	93543508
ENSG00000166140.17	ZFYVE19	15.9322	Cells - Cultured fibroblasts	84936	protein coding	chr15	40807086	40815084	+	40807086
ENSG00000166192.14	SENP8	2.46377	Cells - Cultured fibroblasts	123228	protein coding	chr15	72114258	72143688	+	72114258
ENSG00000166225.8	FRS2	12.0327	Cells - Cultured fibroblasts	10818	protein coding	chr12	69470349	69579789	+	69470349
ENSG00000166260.10	COX11	34.2308	Cells - Cultured fibroblasts	1353	protein coding	chr17	54951902	54968785	-	54968785
ENSG00000166347.18	CYB5A	42.9756	Cells - Cultured fibroblasts	1528	protein coding	chr18	74250847	74292016	-	74292016
ENSG00000166532.15	RIMKLB	8.07459	Cells - Cultured fibroblasts	57494	protein coding	chr12	8681600	8783095	+	8681600
ENSG00000166788.9	SAAL1	18.5954	Cells - Cultured fibroblasts	113174	protein coding	chr11	18069935	18106091	-	18106091
ENSG00000166801.15	FAM111A	29.2832	Cells - Cultured fibroblasts	63901	protein coding	chr11	59142748	59155039	+	59142748
ENSG00000166825.13	ANPEP	810.478	Cells - Cultured fibroblasts	290	protein coding	chr15	89784889	89815401	-	89815401
ENSG00000166965.12	RCCD1	20.6634	Cells - Cultured fibroblasts	91433	protein coding	chr15	90954870	90963125	+	90954870
ENSG00000167118.10	URM1	45.9871	Cells - Cultured fibroblasts	81605	protein coding	chr9	128371319	128392016	+	128371319
ENSG00000167220.11	HDHD2	26.9756	Cells - Cultured fibroblasts	84064	protein coding	chr18	47107403	47150520	-	47150520
ENSG00000167461.11	RAB8A	37.8383	Cells - Cultured fibroblasts	4218	protein coding	chr19	16111629	16134234	+	16111629
ENSG00000167468.16	GPX4	296.306	Cells - Cultured fibroblasts	2879	protein coding	chr19	1103926	1106791	+	1103926
ENSG00000167526.13	RPL13	718.19	Cells - Cultured fibroblasts	6137	protein coding	chr16	89560657	89566828	+	89560657
ENSG00000167553.15	TUBA1C	96.52	Cells - Cultured fibroblasts	84790	protein coding	chr12	49188736	49274603	+	49188736
ENSG00000167608.11	TMC4	0.583125	Cells - Cultured fibroblasts	147798	protein coding	chr19	54160108	54173250	-	54173250
ENSG00000167695.14	FAM57A	42.099	Cells - Cultured fibroblasts	79850	protein coding	chr17	732412	742972	+	732412
ENSG00000167716.18	WDR81	21.631	Cells - Cultured fibroblasts	124997	protein coding	chr17	1716523	1738599	+	1716523
ENSG00000167815.11	PRDX2	313.681	Cells - Cultured fibroblasts	7001	protein coding	chr19	12796820	12801859	-	12801859
ENSG00000168268.10	NT5DC2	127.341	Cells - Cultured fibroblasts	64943	protein coding	chr3	52524385	52535054	-	52535054
ENSG00000168275.14	COA6	34.2581	Cells - Cultured fibroblasts	388753	protein coding	chr1	234373456	234384049	+	234373456
ENSG00000168297.15	PXK	30.1935	Cells - Cultured fibroblasts	54899	protein coding	chr3	58332880	58426126	+	58332880
ENSG00000168385.17	SEPT2	262.816	Cells - Cultured fibroblasts	4735	protein coding	chr2	241315100	241354027	+	241315100
ENSG00000168395.15	ING5	13.5409	Cells - Cultured fibroblasts	84289	protein coding	chr2	241687085	241729478	+	241687085
ENSG00000168610.14	STAT3	76.8622	Cells - Cultured fibroblasts	6774	protein coding	chr17	42313324	42388568	-	42388568
ENSG00000168763.15	CNNM3	7.90147	Cells - Cultured fibroblasts	26505	protein coding	chr2	96816245	96833911	+	96816245
ENSG00000168813.16	ZNF507	11.9997	Cells - Cultured fibroblasts	22847	protein coding	chr19	32345594	32387667	+	32345594
ENSG00000168924.14	LETM1	29.2195	Cells - Cultured fibroblasts	3954	protein coding	chr4	1811479	1856247	-	1856247
ENSG00000169084.13	DHRSX	18.4587	Cells - Cultured fibroblasts	207063	protein coding	chrX	2219516	2502805	-	2502805
ENSG00000169093.15	ASMTL	35.0158	Cells - Cultured fibroblasts	8623	protein coding	chrX	1403139	1453762	-	1453762
ENSG00000169217.8	CD2BP2	49.8014	Cells - Cultured fibroblasts	10421	protein coding	chr16	30350766	30355361	-	30355361
ENSG00000169228.13	RAB24	45.569	Cells - Cultured fibroblasts	53917	protein coding	chr5	177301198	177303744	-	177303744
ENSG00000169583.12	CLIC3	4.37489	Cells - Cultured fibroblasts	9022	protein coding	chr9	136994635	136996803	-	136996803
ENSG00000169592.14	INO80E	32.5229	Cells - Cultured fibroblasts	283899	protein coding	chr16	29995294	30005793	+	29995294
ENSG00000169689.14	CENPX	50.2932	Cells - Cultured fibroblasts	201254	protein coding	chr17	82018702	82024107	-	82024107
ENSG00000169692.12	AGPAT2	70.5308	Cells - Cultured fibroblasts	10555	protein coding	chr9	136673143	136687423	-	136687423
ENSG00000169738.7	DCXR	61.6563	Cells - Cultured fibroblasts	51181	protein coding	chr17	82035136	82037732	-	82037732
ENSG00000169919.16	GUSB	56.7101	Cells - Cultured fibroblasts	2990	protein coding	chr7	65960684	65982314	-	65982314
ENSG00000169925.16	BRD3	15.0735	Cells - Cultured fibroblasts	8019	protein coding	chr9	134030305	134068535	-	134068535
ENSG00000170035.15	UBE2E3	80.5595	Cells - Cultured fibroblasts	10477	protein coding	chr2	180967248	181076585	+	180967248
ENSG00000170291.14	ELP5	34.0811	Cells - Cultured fibroblasts	23587	protein coding	chr17	7251416	7259940	+	7251416
ENSG00000170430.9	MGMT	22.6177	Cells - Cultured fibroblasts	4255	protein coding	chr10	129467184	129768007	+	129467184
ENSG00000170802.15	FOXN2	11.5601	Cells - Cultured fibroblasts	3344	protein coding	chr2	48314637	48379294	+	48314637
ENSG00000170892.10	TSEN34	39.2911	Cells - Cultured fibroblasts	79042	protein coding	chr19	54189938	54194536	+	54189938
ENSG00000170915.8	PAQR8	7.03279	Cells - Cultured fibroblasts	85315	protein coding	chr6	52361421	52407777	+	52361421
ENSG00000171097.13	KYAT1	5.49494	Cells - Cultured fibroblasts	883	protein coding	chr9	128832942	128882494	-	128882494
ENSG00000171105.13	INSR	7.83435	Cells - Cultured fibroblasts	3643	protein coding	chr19	7112255	7294034	-	7294034
ENSG00000171135.13	JAGN1	67.6304	Cells - Cultured fibroblasts	84522	protein coding	chr3	9890554	9894349	+	9890554
ENSG00000171222.10	SCAND1	72.674	Cells - Cultured fibroblasts	51282	protein coding	chr20	35953617	35959472	-	35959472
ENSG00000171298.12	GAA	52.0337	Cells - Cultured fibroblasts	2548	protein coding	chr17	80101556	80119879	+	80101556
ENSG00000171314.8	PGAM1	170.705	Cells - Cultured fibroblasts	5223	protein coding	chr10	97426160	97433441	+	97426160
ENSG00000171617.13	ENC1	11.1955	Cells - Cultured fibroblasts	8507	protein coding	chr5	74627406	74641424	-	74641424
ENSG00000171763.18	SPATA5L1	13.3613	Cells - Cultured fibroblasts	79029	protein coding	chr15	45402331	45421419	+	45402331
ENSG00000172071.11	EIF2AK3	10.5149	Cells - Cultured fibroblasts	9451	protein coding	chr2	88556741	88627576	-	88627576
ENSG00000172296.12	SPTLC3	3.26863	Cells - Cultured fibroblasts	55304	protein coding	chr20	13008979	13169103	+	13008979
ENSG00000172613.7	RAD9A	7.11557	Cells - Cultured fibroblasts	5883	protein coding	chr11	67317871	67398410	+	67317871
